Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     18.13     0.00  1150367     0.00     0.00  void std::__advance<std::_List_iterator<Point*>, long>(std::_List_iterator<Point*>&, long, std::bidirectional_iterator_tag)
  0.00     18.13     0.00  1150279     0.00     0.00  std::_List_iterator<Point*> std::next<std::_List_iterator<Point*> >(std::_List_iterator<Point*>, std::iterator_traits<std::_List_iterator<Point*> >::difference_type)
  0.00     18.13     0.00  1150279     0.00     0.00  void std::advance<std::_List_iterator<Point*>, long>(std::_List_iterator<Point*>&, long)
  0.00     18.13     0.00  1149478     0.00     0.00  Point::get_x()
  0.00     18.13     0.00  1107856     0.00     0.00  operator new(unsigned long, void*)
  0.00     18.13     0.00  1094182     0.00     0.00  std::_List_iterator<Point*>::operator!=(std::_List_iterator<Point*> const&) const
  0.00     18.13     0.00  1040887     0.00     0.00  cv::_InputArray::_InputArray()
  0.00     18.13     0.00  1040887     0.00     0.00  cv::_OutputArray::~_OutputArray()
  0.00     18.13     0.00  1002886     0.00     0.00  Polygon*&& std::forward<Polygon*>(std::remove_reference<Polygon*>::type&)
  0.00     18.13     0.00   840546     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_Node_allocator()
  0.00     18.13     0.00   840533     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::allocate(unsigned long, void const*)
  0.00     18.13     0.00   840533     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::max_size() const
  0.00     18.13     0.00   840533     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::__allocated_ptr(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*)
  0.00     18.13     0.00   840533     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::~__allocated_ptr()
  0.00     18.13     0.00   840533     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::operator=(decltype(nullptr))
  0.00     18.13     0.00   840533     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<Point*> > >::allocate(std::allocator<std::_List_node<Point*> >&, unsigned long)
  0.00     18.13     0.00   840533     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_node()
  0.00     18.13     0.00   840533     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_inc_size(unsigned long)
  0.00     18.13     0.00   840533     0.00     0.00  std::allocator<std::_List_node<Point*> >* std::__addressof<std::allocator<std::_List_node<Point*> > >(std::allocator<std::_List_node<Point*> >&)
  0.00     18.13     0.00   839581     0.00     0.00  Point::Point(Point*)
  0.00     18.13     0.00   839581     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Point*> >::construct<Point*, Point*>(Point**, Point*&&)
  0.00     18.13     0.00   839581     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::construct<Point*, Point*>(std::allocator<std::_List_node<Point*> >&, Point**, Point*&&)
  0.00     18.13     0.00   839581     0.00     0.00  void std::__cxx11::list<Point*, std::allocator<Point*> >::_M_insert<Point*>(std::_List_iterator<Point*>, Point*&&)
  0.00     18.13     0.00   839581     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::push_back(Point*&&)
  0.00     18.13     0.00   813569     0.00     0.00  __gnu_cxx::__aligned_membuf<Polygon*>::_M_ptr()
  0.00     18.13     0.00   813569     0.00     0.00  __gnu_cxx::__aligned_membuf<Polygon*>::_M_addr()
  0.00     18.13     0.00   813569     0.00     0.00  std::_List_node<Polygon*>::_M_valptr()
  0.00     18.13     0.00   693926     0.00     0.00  cv::_InputArray::_InputArray(cv::Mat const&)
  0.00     18.13     0.00   693925     0.00     0.00  cv::_OutputArray::_OutputArray(cv::Mat&)
  0.00     18.13     0.00   693924     0.00     0.00  Colour::get_a()
  0.00     18.13     0.00   581959     0.00     0.00  std::_List_iterator<Polygon*>::operator*() const
  0.00     18.13     0.00   481710     0.00     0.00  std::_List_iterator<Polygon*>::_List_iterator(std::__detail::_List_node_base*)
  0.00     18.13     0.00   354583     0.00     0.00  std::_List_iterator<Polygon*>::operator!=(std::_List_iterator<Polygon*> const&) const
  0.00     18.13     0.00   354485     0.00     0.00  cv::MatSize::MatSize(int*)
  0.00     18.13     0.00   348701     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::_M_node_count() const
  0.00     18.13     0.00   348701     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::size() const
  0.00     18.13     0.00   348633     0.00     0.00  Polygon::get_points_length()
  0.00     18.13     0.00   346962     0.00     0.00  cv::_OutputArray::_OutputArray()
  0.00     18.13     0.00   346962     0.00     0.00  cv::_InputOutputArray::~_InputOutputArray()
  0.00     18.13     0.00   346962     0.00     0.00  cv::Vec<double, 4>::Vec()
  0.00     18.13     0.00   346962     0.00     0.00  cv::Scalar_<double>::Scalar_(double, double, double, double)
  0.00     18.13     0.00   346962     0.00     0.00  Colour::get_b()
  0.00     18.13     0.00   346962     0.00     0.00  Colour::get_g()
  0.00     18.13     0.00   346962     0.00     0.00  cv::Mat::clone() const
  0.00     18.13     0.00   259824     0.00     0.00  std::__detail::_List_node_header::_M_init()
  0.00     18.13     0.00   259824     0.00     0.00  std::__detail::_List_node_header::_List_node_header()
  0.00     18.13     0.00   254820     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::new_allocator()
  0.00     18.13     0.00   254820     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_impl::_List_impl()
  0.00     18.13     0.00   254820     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_base()
  0.00     18.13     0.00   254820     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::list()
  0.00     18.13     0.00   254751     0.00     0.00  std::remove_reference<Polygon*&>::type&& std::move<Polygon*&>(Polygon*&)
  0.00     18.13     0.00   254601     0.00     0.00  Colour::Colour(Colour*)
  0.00     18.13     0.00   242453     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::begin()
  0.00     18.13     0.00   238971     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::end()
  0.00     18.13     0.00   234949     0.00     0.00  std::iterator_traits<std::_List_iterator<Polygon*> >::iterator_category std::__iterator_category<std::_List_iterator<Polygon*> >(std::_List_iterator<Polygon*> const&)
  0.00     18.13     0.00   234806     0.00     0.00  Individual::get_dna(int)
  0.00     18.13     0.00   234806     0.00     0.00  std::_List_iterator<Polygon*> std::next<std::_List_iterator<Polygon*> >(std::_List_iterator<Polygon*>, std::iterator_traits<std::_List_iterator<Polygon*> >::difference_type)
  0.00     18.13     0.00   234806     0.00     0.00  void std::advance<std::_List_iterator<Polygon*>, long>(std::_List_iterator<Polygon*>&, long)
  0.00     18.13     0.00   231610     0.00     0.00  std::__cxx11::_List_base<Polygon*, std::allocator<Polygon*> >::_M_get_Node_allocator()
  0.00     18.13     0.00   231536     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Polygon*> >::allocate(unsigned long, void const*)
  0.00     18.13     0.00   231536     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Polygon*> >::max_size() const
  0.00     18.13     0.00   231536     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Polygon*> > >::__allocated_ptr(std::allocator<std::_List_node<Polygon*> >&, std::_List_node<Polygon*>*)
  0.00     18.13     0.00   231536     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Polygon*> > >::~__allocated_ptr()
  0.00     18.13     0.00   231536     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Polygon*> > >::operator=(decltype(nullptr))
  0.00     18.13     0.00   231536     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<Polygon*> > >::allocate(std::allocator<std::_List_node<Polygon*> >&, unsigned long)
  0.00     18.13     0.00   231536     0.00     0.00  std::__cxx11::_List_base<Polygon*, std::allocator<Polygon*> >::_M_get_node()
  0.00     18.13     0.00   231536     0.00     0.00  std::__cxx11::_List_base<Polygon*, std::allocator<Polygon*> >::_M_inc_size(unsigned long)
  0.00     18.13     0.00   231536     0.00     0.00  std::allocator<std::_List_node<Polygon*> >* std::__addressof<std::allocator<std::_List_node<Polygon*> > >(std::allocator<std::_List_node<Polygon*> >&)
  0.00     18.13     0.00   231467     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<Polygon*> > >::construct<Polygon*, Polygon*>(std::allocator<std::_List_node<Polygon*> >&, Polygon**, Polygon*&&)
  0.00     18.13     0.00   231467     0.00     0.00  std::_List_node<Polygon*>* std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::_M_create_node<Polygon*>(Polygon*&&)
  0.00     18.13     0.00   231467     0.00     0.00  void std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::_M_insert<Polygon*>(std::_List_iterator<Polygon*>, Polygon*&&)
  0.00     18.13     0.00   231467     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::push_back(Polygon*&&)
  0.00     18.13     0.00   105038     0.00     0.00  __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > >::base() const
  0.00     18.13     0.00    92519     0.00     0.00  Individual** std::__niter_base<Individual**>(Individual**)
  0.00     18.13     0.00    90013     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::size() const
  0.00     18.13     0.00    82511     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_get_Tp_allocator()
  0.00     18.13     0.00    78132     0.00     0.00  __gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > >::base() const
  0.00     18.13     0.00    55010     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::max_size() const
  0.00     18.13     0.00    50012     0.00     0.00  std::move_iterator<Individual**>::base() const
  0.00     18.13     0.00    50012     0.00     0.00  std::move_iterator<Individual**>::move_iterator(Individual**)
  0.00     18.13     0.00    50012     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Individual**>(std::move_iterator<Individual**>)
  0.00     18.13     0.00    50012     0.00     0.00  Individual** std::__miter_base<Individual**>(Individual**)
  0.00     18.13     0.00    50012     0.00     0.00  std::move_iterator<Individual**> std::__make_move_if_noexcept_iterator<Individual*, std::move_iterator<Individual**> >(Individual**)
  0.00     18.13     0.00    45238     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()()
  0.00     18.13     0.00    45007     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_get_Tp_allocator() const
  0.00     18.13     0.00    45000     0.00     0.00  std::remove_reference<Individual**&>::type&& std::move<Individual**&>(Individual**&)
  0.00     18.13     0.00    42996     0.00     0.00  Polygon** std::__niter_base<Polygon**>(Polygon**)
  0.00     18.13     0.00    42502     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::~new_allocator()
  0.00     18.13     0.00    42502     0.00     0.00  std::allocator<Individual*>::~allocator()
  0.00     18.13     0.00    40002     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::new_allocator(__gnu_cxx::new_allocator<Individual*> const&)
  0.00     18.13     0.00    40002     0.00     0.00  std::allocator<Individual*>::allocator(std::allocator<Individual*> const&)
  0.00     18.13     0.00    37520     0.00     0.00  __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > >::__normal_iterator(Individual** const&)
  0.00     18.13     0.00    37509     0.00     0.00  Individual* const& std::forward<Individual* const&>(std::remove_reference<Individual* const&>::type&)
  0.00     18.13     0.00    35004     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Individual**>(Individual**, Individual**)
  0.00     18.13     0.00    35004     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_deallocate(Individual**, unsigned long)
  0.00     18.13     0.00    35004     0.00     0.00  void std::_Destroy<Individual**>(Individual**, Individual**)
  0.00     18.13     0.00    35004     0.00     0.00  void std::_Destroy<Individual**, Individual*>(Individual**, Individual**, std::allocator<Individual*>&)
  0.00     18.13     0.00    35002     0.00     0.00  __gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >::__normal_iterator(Individual* const* const&)
  0.00     18.13     0.00    35002     0.00     0.00  __gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >::base() const
  0.00     18.13     0.00    35002     0.00     0.00  __gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > > std::__miter_base<__gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > > >(__gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >)
  0.00     18.13     0.00    35002     0.00     0.00  Individual* const* std::__niter_base<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >(__gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >)
  0.00     18.13     0.00    33198     0.00     0.00  std::uniform_real_distribution<double>::param_type::a() const
  0.00     18.13     0.00    33198     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min()
  0.00     18.13     0.00    31815     0.00     0.00  __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > >::operator*() const
  0.00     18.13     0.00    30004     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::allocate(unsigned long, void const*)
  0.00     18.13     0.00    30004     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_allocate(unsigned long)
  0.00     18.13     0.00    30004     0.00     0.00  std::allocator_traits<std::allocator<Individual*> >::allocate(std::allocator<Individual*>&, unsigned long)
  0.00     18.13     0.00    29389     0.00     0.00  std::vector<Polygon*, std::allocator<Polygon*> >::size() const
  0.00     18.13     0.00    28664     0.00     0.00  std::move_iterator<Polygon**>::base() const
  0.00     18.13     0.00    28664     0.00     0.00  std::move_iterator<Polygon**>::move_iterator(Polygon**)
  0.00     18.13     0.00    28664     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Polygon**>(std::move_iterator<Polygon**>)
  0.00     18.13     0.00    28664     0.00     0.00  Polygon** std::__miter_base<Polygon**>(Polygon**)
  0.00     18.13     0.00    28664     0.00     0.00  std::move_iterator<Polygon**> std::__make_move_if_noexcept_iterator<Polygon*, std::move_iterator<Polygon**> >(Polygon**)
  0.00     18.13     0.00    28639     0.00     0.00  std::random_device::random_device(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     18.13     0.00    28639     0.00     0.00  std::random_device::~random_device()
  0.00     18.13     0.00    28639     0.00     0.00  std::random_device::operator()()
  0.00     18.13     0.00    28639     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00     18.13     0.00    27503     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::deallocate(Individual**, unsigned long)
  0.00     18.13     0.00    27503     0.00     0.00  std::allocator_traits<std::allocator<Individual*> >::deallocate(std::allocator<Individual*>&, Individual**, unsigned long)
  0.00     18.13     0.00    25006     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::max_size() const
  0.00     18.13     0.00    25006     0.00     0.00  Individual** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Individual*>(Individual* const*, Individual* const*, Individual**)
  0.00     18.13     0.00    25006     0.00     0.00  std::allocator_traits<std::allocator<Individual*> >::max_size(std::allocator<Individual*> const&)
  0.00     18.13     0.00    25006     0.00     0.00  Individual** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Individual**>, Individual**>(std::move_iterator<Individual**>, std::move_iterator<Individual**>, Individual**)
  0.00     18.13     0.00    25006     0.00     0.00  Individual** std::__copy_move_a<true, Individual**, Individual**>(Individual**, Individual**, Individual**)
  0.00     18.13     0.00    25006     0.00     0.00  Individual** std::__copy_move_a2<true, Individual**, Individual**>(Individual**, Individual**, Individual**)
  0.00     18.13     0.00    25006     0.00     0.00  Individual** std::uninitialized_copy<std::move_iterator<Individual**>, Individual**>(std::move_iterator<Individual**>, std::move_iterator<Individual**>, Individual**)
  0.00     18.13     0.00    25006     0.00     0.00  Individual** std::__uninitialized_copy_a<std::move_iterator<Individual**>, Individual**, Individual*>(std::move_iterator<Individual**>, std::move_iterator<Individual**>, Individual**, std::allocator<Individual*>&)
  0.00     18.13     0.00    25006     0.00     0.00  Individual** std::__uninitialized_move_if_noexcept_a<Individual**, Individual**, std::allocator<Individual*> >(Individual**, Individual**, Individual**, std::allocator<Individual*>&)
  0.00     18.13     0.00    25006     0.00     0.00  Individual** std::copy<std::move_iterator<Individual**>, Individual**>(std::move_iterator<Individual**>, std::move_iterator<Individual**>, Individual**)
  0.00     18.13     0.00    24734     0.00     0.00  bool __gnu_cxx::operator!=<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > >(__gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > > const&, __gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > > const&)
  0.00     18.13     0.00    24080     0.00     0.00  std::uniform_int_distribution<int>::param_type::a() const
  0.00     18.13     0.00    23284     0.00     0.00  void __gnu_cxx::new_allocator<Polygon*>::construct<Polygon*, Polygon*>(Polygon**, Polygon*&&)
  0.00     18.13     0.00    23284     0.00     0.00  __gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > >::operator++()
  0.00     18.13     0.00    23284     0.00     0.00  __gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > >::operator*() const
  0.00     18.13     0.00    23284     0.00     0.00  void std::allocator_traits<std::allocator<Polygon*> >::construct<Polygon*, Polygon*>(std::allocator<Polygon*>&, Polygon**, Polygon*&&)
  0.00     18.13     0.00    23284     0.00     0.00  void std::vector<Polygon*, std::allocator<Polygon*> >::emplace_back<Polygon*>(Polygon*&&)
  0.00     18.13     0.00    23284     0.00     0.00  std::vector<Polygon*, std::allocator<Polygon*> >::push_back(Polygon*&&)
  0.00     18.13     0.00    23284     0.00     0.00  std::vector<Polygon*, std::allocator<Polygon*> >::operator[](unsigned long)
  0.00     18.13     0.00    23182     0.00     0.00  std::__cxx11::_List_base<Polygon*, std::allocator<Polygon*> >::_M_get_size() const
  0.00     18.13     0.00    23182     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::_M_node_count() const
  0.00     18.13     0.00    23182     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::size() const
  0.00     18.13     0.00    22948     0.00     0.00  std::_Vector_base<Polygon*, std::allocator<Polygon*> >::_M_get_Tp_allocator()
  0.00     18.13     0.00    22501     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_Vector_impl::~_Vector_impl()
  0.00     18.13     0.00    22501     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::~_Vector_base()
  0.00     18.13     0.00    22501     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::~vector()
  0.00     18.13     0.00    21498     0.00     0.00  __gnu_cxx::new_allocator<Polygon*>::max_size() const
  0.00     18.13     0.00    20003     0.00     0.00  __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > >::difference_type __gnu_cxx::operator-<Individual**, std::vector<Individual*, std::allocator<Individual*> > >(__gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > > const&, __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > > const&)
  0.00     18.13     0.00    20001     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_Vector_impl::_Vector_impl(std::allocator<Individual*> const&)
  0.00     18.13     0.00    19693     0.00     0.00  Individual::get_len_dna()
  0.00     18.13     0.00    19669     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00     18.13     0.00    18106     0.00     0.00  std::remove_reference<Individual*&>::type&& std::move<Individual*&>(Individual*&)
  0.00     18.13     0.00    17504     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::end()
  0.00     18.13     0.00    17504     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::begin()
  0.00     18.13     0.00    17501     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Individual*>, Individual*>::_S_select_on_copy(std::allocator<Individual*> const&)
  0.00     18.13     0.00    17501     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::end() const
  0.00     18.13     0.00    17501     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::begin() const
  0.00     18.13     0.00    17501     0.00     0.00  Individual** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Individual*>(Individual* const*, Individual* const*, Individual**)
  0.00     18.13     0.00    17501     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_create_storage(unsigned long)
  0.00     18.13     0.00    17501     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_Vector_base(unsigned long, std::allocator<Individual*> const&)
