Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.94     0.00   263964     0.00     0.00  std::_List_iterator<Point*>::_List_iterator(std::__detail::_List_node_base*)
  0.00      1.94     0.00   239316     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      1.94     0.00   227247     0.00     0.00  std::_List_iterator<Point*>::operator++()
  0.00      1.94     0.00   208197     0.00     0.00  std::_List_iterator<Point*>::operator*() const
  0.00      1.94     0.00   187923     0.00     0.00  cv::_InputArray::~_InputArray()
  0.00      1.94     0.00   187923     0.00     0.00  cv::Size_<int>::Size_()
  0.00      1.94     0.00   157242     0.00     0.00  cv::Point_<int>::Point_()
  0.00      1.94     0.00   151110     0.00     0.00  cv::Mat::release()
  0.00      1.94     0.00   147911     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::begin()
  0.00      1.94     0.00   120293     0.00     0.00  std::iterator_traits<std::_List_iterator<Point*> >::iterator_category std::__iterator_category<std::_List_iterator<Point*> >(std::_List_iterator<Point*> const&)
  0.00      1.94     0.00   120293     0.00     0.00  void std::__advance<std::_List_iterator<Point*>, long>(std::_List_iterator<Point*>&, long, std::bidirectional_iterator_tag)
  0.00      1.94     0.00   120286     0.00     0.00  Polygon::get_point(int)
  0.00      1.94     0.00   120286     0.00     0.00  std::_List_iterator<Point*> std::next<std::_List_iterator<Point*> >(std::_List_iterator<Point*>, std::iterator_traits<std::_List_iterator<Point*> >::difference_type)
  0.00      1.94     0.00   120286     0.00     0.00  void std::advance<std::_List_iterator<Point*>, long>(std::_List_iterator<Point*>&, long)
  0.00      1.94     0.00   120218     0.00     0.00  Point::get_x()
  0.00      1.94     0.00   120218     0.00     0.00  Point::get_y()
  0.00      1.94     0.00   119658     0.00     0.00  cv::Point_<int>::Point_(int, int)
  0.00      1.94     0.00   119658     0.00     0.00  cv::Point_<int>::operator=(cv::Point_<int>&&)
  0.00      1.94     0.00   117459     0.00     0.00  operator new(unsigned long, void*)
  0.00      1.94     0.00   116039     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::end()
  0.00      1.94     0.00   115529     0.00     0.00  std::_List_iterator<Point*>::operator!=(std::_List_iterator<Point*> const&) const
  0.00      1.94     0.00   112753     0.00     0.00  cv::_InputArray::_InputArray()
  0.00      1.94     0.00   112753     0.00     0.00  cv::_OutputArray::~_OutputArray()
  0.00      1.94     0.00   109266     0.00     0.00  Polygon*&& std::forward<Polygon*>(std::remove_reference<Polygon*>::type&)
  0.00      1.94     0.00    88428     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::allocate(unsigned long, void const*)
  0.00      1.94     0.00    88428     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::max_size() const
  0.00      1.94     0.00    88428     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::__allocated_ptr(std::allocator<std::_List_node<Point*> >&, std::_List_node<Point*>*)
  0.00      1.94     0.00    88428     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::~__allocated_ptr()
  0.00      1.94     0.00    88428     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Point*> > >::operator=(decltype(nullptr))
  0.00      1.94     0.00    88428     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<Point*> > >::allocate(std::allocator<std::_List_node<Point*> >&, unsigned long)
  0.00      1.94     0.00    88428     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_node()
  0.00      1.94     0.00    88428     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_inc_size(unsigned long)
  0.00      1.94     0.00    88428     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_M_get_Node_allocator()
  0.00      1.94     0.00    88428     0.00     0.00  std::allocator<std::_List_node<Point*> >* std::__addressof<std::allocator<std::_List_node<Point*> > >(std::allocator<std::_List_node<Point*> >&)
  0.00      1.94     0.00    88410     0.00     0.00  __gnu_cxx::__aligned_membuf<Polygon*>::_M_ptr()
  0.00      1.94     0.00    88410     0.00     0.00  __gnu_cxx::__aligned_membuf<Polygon*>::_M_addr()
  0.00      1.94     0.00    88410     0.00     0.00  std::_List_node<Polygon*>::_M_valptr()
  0.00      1.94     0.00    87911     0.00     0.00  Point::Point(Point*)
  0.00      1.94     0.00    87911     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Point*> >::construct<Point*, Point*>(Point**, Point*&&)
  0.00      1.94     0.00    87911     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<Point*> > >::construct<Point*, Point*>(std::allocator<std::_List_node<Point*> >&, Point**, Point*&&)
  0.00      1.94     0.00    87911     0.00     0.00  std::_List_node<Point*>* std::__cxx11::list<Point*, std::allocator<Point*> >::_M_create_node<Point*>(Point*&&)
  0.00      1.94     0.00    87911     0.00     0.00  void std::__cxx11::list<Point*, std::allocator<Point*> >::_M_insert<Point*>(std::_List_iterator<Point*>, Point*&&)
  0.00      1.94     0.00    87911     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::push_back(Point*&&)
  0.00      1.94     0.00    87911     0.00     0.00  std::remove_reference<Point*&>::type&& std::move<Point*&>(Point*&)
  0.00      1.94     0.00    75170     0.00     0.00  cv::_InputArray::_InputArray(cv::Mat const&)
  0.00      1.94     0.00    75169     0.00     0.00  cv::_OutputArray::_OutputArray(cv::Mat&)
  0.00      1.94     0.00    63162     0.00     0.00  std::_List_iterator<Polygon*>::operator*() const
  0.00      1.94     0.00    52221     0.00     0.00  std::_List_iterator<Polygon*>::_List_iterator(std::__detail::_List_node_base*)
  0.00      1.94     0.00    38485     0.00     0.00  std::_List_iterator<Polygon*>::operator!=(std::_List_iterator<Polygon*> const&) const
  0.00      1.94     0.00    38357     0.00     0.00  cv::MatSize::MatSize(int*)
  0.00      1.94     0.00    38337     0.00     0.00  cv::Mat::~Mat()
  0.00      1.94     0.00    37753     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::_M_node_count() const
  0.00      1.94     0.00    37753     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::size() const
  0.00      1.94     0.00    37745     0.00     0.00  Polygon::get_points_length()
  0.00      1.94     0.00    37585     0.00     0.00  cv::MatStep::MatStep(unsigned long)
  0.00      1.94     0.00    37584     0.00     0.00  cv::_OutputArray::_OutputArray()
  0.00      1.94     0.00    37584     0.00     0.00  cv::_InputOutputArray::_InputOutputArray(cv::Mat&)
  0.00      1.94     0.00    37584     0.00     0.00  cv::_InputOutputArray::~_InputOutputArray()
  0.00      1.94     0.00    37584     0.00     0.00  cv::Mat::Mat()
  0.00      1.94     0.00    37584     0.00     0.00  cv::Vec<double, 4>::Vec()
  0.00      1.94     0.00    37584     0.00     0.00  cv::Matx<double, 4, 1>::Matx()
  0.00      1.94     0.00    37584     0.00     0.00  cv::Scalar_<double>::Scalar_(double, double, double, double)
  0.00      1.94     0.00    37584     0.00     0.00  Colour::get_b()
  0.00      1.94     0.00    37584     0.00     0.00  Colour::get_g()
  0.00      1.94     0.00    37584     0.00     0.00  Colour::get_r()
  0.00      1.94     0.00    37584     0.00     0.00  cv::Mat::clone() const
  0.00      1.94     0.00    28282     0.00     0.00  std::__detail::_List_node_header::_M_init()
  0.00      1.94     0.00    28282     0.00     0.00  std::__detail::_List_node_header::_List_node_header()
  0.00      1.94     0.00    27778     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Point*> >::new_allocator()
  0.00      1.94     0.00    27778     0.00     0.00  std::allocator<std::_List_node<Point*> >::allocator()
  0.00      1.94     0.00    27778     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_impl::_List_impl()
  0.00      1.94     0.00    27778     0.00     0.00  std::__cxx11::_List_base<Point*, std::allocator<Point*> >::_List_base()
  0.00      1.94     0.00    27778     0.00     0.00  std::__cxx11::list<Point*, std::allocator<Point*> >::list()
  0.00      1.94     0.00    27768     0.00     0.00  std::remove_reference<Polygon*&>::type&& std::move<Polygon*&>(Polygon*&)
  0.00      1.94     0.00    27618     0.00     0.00  Colour::Colour(Colour*)
  0.00      1.94     0.00    27618     0.00     0.00  Polygon::Polygon(Polygon*)
  0.00      1.94     0.00    26195     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::begin()
  0.00      1.94     0.00    25978     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::end()
  0.00      1.94     0.00    25441     0.00     0.00  std::iterator_traits<std::_List_iterator<Polygon*> >::iterator_category std::__iterator_category<std::_List_iterator<Polygon*> >(std::_List_iterator<Polygon*> const&)
  0.00      1.94     0.00    25441     0.00     0.00  void std::__advance<std::_List_iterator<Polygon*>, long>(std::_List_iterator<Polygon*>&, long, std::bidirectional_iterator_tag)
  0.00      1.94     0.00    25417     0.00     0.00  Individual::get_dna(int)
  0.00      1.94     0.00    25417     0.00     0.00  std::_List_iterator<Polygon*> std::next<std::_List_iterator<Polygon*> >(std::_List_iterator<Polygon*>, std::iterator_traits<std::_List_iterator<Polygon*> >::difference_type)
  0.00      1.94     0.00    25417     0.00     0.00  void std::advance<std::_List_iterator<Polygon*>, long>(std::_List_iterator<Polygon*>&, long)
  0.00      1.94     0.00    25248     0.00     0.00  std::__cxx11::_List_base<Polygon*, std::allocator<Polygon*> >::_M_get_Node_allocator()
  0.00      1.94     0.00    25234     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Polygon*> >::allocate(unsigned long, void const*)
  0.00      1.94     0.00    25234     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Polygon*> >::max_size() const
  0.00      1.94     0.00    25234     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Polygon*> > >::__allocated_ptr(std::allocator<std::_List_node<Polygon*> >&, std::_List_node<Polygon*>*)
  0.00      1.94     0.00    25234     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Polygon*> > >::~__allocated_ptr()
  0.00      1.94     0.00    25234     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<Polygon*> > >::operator=(decltype(nullptr))
  0.00      1.94     0.00    25234     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<Polygon*> > >::allocate(std::allocator<std::_List_node<Polygon*> >&, unsigned long)
  0.00      1.94     0.00    25234     0.00     0.00  std::__cxx11::_List_base<Polygon*, std::allocator<Polygon*> >::_M_get_node()
  0.00      1.94     0.00    25234     0.00     0.00  std::__cxx11::_List_base<Polygon*, std::allocator<Polygon*> >::_M_inc_size(unsigned long)
  0.00      1.94     0.00    25234     0.00     0.00  std::allocator<std::_List_node<Polygon*> >* std::__addressof<std::allocator<std::_List_node<Polygon*> > >(std::allocator<std::_List_node<Polygon*> >&)
  0.00      1.94     0.00    25224     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Polygon*> >::construct<Polygon*, Polygon*>(Polygon**, Polygon*&&)
  0.00      1.94     0.00    25224     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<Polygon*> > >::construct<Polygon*, Polygon*>(std::allocator<std::_List_node<Polygon*> >&, Polygon**, Polygon*&&)
  0.00      1.94     0.00    25224     0.00     0.00  std::_List_node<Polygon*>* std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::_M_create_node<Polygon*>(Polygon*&&)
  0.00      1.94     0.00    25224     0.00     0.00  void std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::_M_insert<Polygon*>(std::_List_iterator<Polygon*>, Polygon*&&)
  0.00      1.94     0.00    25224     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::push_back(Polygon*&&)
  0.00      1.94     0.00    10553     0.00     0.00  __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > >::base() const
  0.00      1.94     0.00     9269     0.00     0.00  Individual** std::__niter_base<Individual**>(Individual**)
  0.00      1.94     0.00     9013     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::size() const
  0.00      1.94     0.00     8340     0.00     0.00  __gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > >::base() const
  0.00      1.94     0.00     8261     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_get_Tp_allocator()
  0.00      1.94     0.00     6019     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()()
  0.00      1.94     0.00     5510     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::max_size() const
  0.00      1.94     0.00     5012     0.00     0.00  std::move_iterator<Individual**>::base() const
  0.00      1.94     0.00     5012     0.00     0.00  std::move_iterator<Individual**>::move_iterator(Individual**)
  0.00      1.94     0.00     5012     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Individual**>(std::move_iterator<Individual**>)
  0.00      1.94     0.00     5012     0.00     0.00  Individual** std::__miter_base<Individual**>(Individual**)
  0.00      1.94     0.00     5012     0.00     0.00  std::move_iterator<Individual**> std::__make_move_if_noexcept_iterator<Individual*, std::move_iterator<Individual**> >(Individual**)
  0.00      1.94     0.00     4902     0.00     0.00  std::uniform_int_distribution<int>::param_type::a() const
  0.00      1.94     0.00     4507     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_get_Tp_allocator() const
  0.00      1.94     0.00     4500     0.00     0.00  std::remove_reference<Individual**&>::type&& std::move<Individual**&>(Individual**&)
  0.00      1.94     0.00     4428     0.00     0.00  Polygon** std::__niter_base<Polygon**>(Polygon**)
  0.00      1.94     0.00     4252     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::~new_allocator()
  0.00      1.94     0.00     4252     0.00     0.00  std::allocator<Individual*>::~allocator()
  0.00      1.94     0.00     4235     0.00     0.00  std::random_device::random_device(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.94     0.00     4235     0.00     0.00  std::random_device::~random_device()
  0.00      1.94     0.00     4235     0.00     0.00  std::random_device::operator()()
  0.00      1.94     0.00     4235     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00      1.94     0.00     4002     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::new_allocator(__gnu_cxx::new_allocator<Individual*> const&)
  0.00      1.94     0.00     4002     0.00     0.00  std::allocator<Individual*>::allocator(std::allocator<Individual*> const&)
  0.00      1.94     0.00     3780     0.00     0.00  __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > >::__normal_iterator(Individual** const&)
  0.00      1.94     0.00     3759     0.00     0.00  Individual* const& std::forward<Individual* const&>(std::remove_reference<Individual* const&>::type&)
  0.00      1.94     0.00     3568     0.00     0.00  std::uniform_real_distribution<double>::param_type::a() const
  0.00      1.94     0.00     3568     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min()
  0.00      1.94     0.00     3504     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Individual**>(Individual**, Individual**)
  0.00      1.94     0.00     3504     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_deallocate(Individual**, unsigned long)
  0.00      1.94     0.00     3504     0.00     0.00  void std::_Destroy<Individual**>(Individual**, Individual**)
  0.00      1.94     0.00     3504     0.00     0.00  void std::_Destroy<Individual**, Individual*>(Individual**, Individual**, std::allocator<Individual*>&)
  0.00      1.94     0.00     3502     0.00     0.00  __gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >::__normal_iterator(Individual* const* const&)
  0.00      1.94     0.00     3502     0.00     0.00  __gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >::base() const
  0.00      1.94     0.00     3502     0.00     0.00  __gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > > std::__miter_base<__gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > > >(__gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >)
  0.00      1.94     0.00     3502     0.00     0.00  Individual* const* std::__niter_base<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >(__gnu_cxx::__normal_iterator<Individual* const*, std::vector<Individual*, std::allocator<Individual*> > >)
  0.00      1.94     0.00     3178     0.00     0.00  __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > >::operator*() const
  0.00      1.94     0.00     3027     0.00     0.00  std::vector<Polygon*, std::allocator<Polygon*> >::size() const
  0.00      1.94     0.00     3004     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::allocate(unsigned long, void const*)
  0.00      1.94     0.00     3004     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_M_allocate(unsigned long)
  0.00      1.94     0.00     3004     0.00     0.00  std::allocator_traits<std::allocator<Individual*> >::allocate(std::allocator<Individual*>&, unsigned long)
  0.00      1.94     0.00     2952     0.00     0.00  std::move_iterator<Polygon**>::base() const
  0.00      1.94     0.00     2952     0.00     0.00  std::move_iterator<Polygon**>::move_iterator(Polygon**)
  0.00      1.94     0.00     2952     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Polygon**>(std::move_iterator<Polygon**>)
  0.00      1.94     0.00     2952     0.00     0.00  Polygon** std::__miter_base<Polygon**>(Polygon**)
  0.00      1.94     0.00     2952     0.00     0.00  std::move_iterator<Polygon**> std::__make_move_if_noexcept_iterator<Polygon*, std::move_iterator<Polygon**> >(Polygon**)
  0.00      1.94     0.00     2754     0.00     0.00  std::__cxx11::_List_base<Polygon*, std::allocator<Polygon*> >::_M_get_size() const
  0.00      1.94     0.00     2754     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::_M_node_count() const
  0.00      1.94     0.00     2754     0.00     0.00  std::__cxx11::list<Polygon*, std::allocator<Polygon*> >::size() const
  0.00      1.94     0.00     2753     0.00     0.00  __gnu_cxx::new_allocator<Individual*>::deallocate(Individual**, unsigned long)
  0.00      1.94     0.00     2753     0.00     0.00  std::allocator_traits<std::allocator<Individual*> >::deallocate(std::allocator<Individual*>&, Individual**, unsigned long)
  0.00      1.94     0.00     2694     0.00     0.00  bool __gnu_cxx::operator!=<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > >(__gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > > const&, __gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > > const&)
  0.00      1.94     0.00     2544     0.00     0.00  void __gnu_cxx::new_allocator<Polygon*>::construct<Polygon*, Polygon*>(Polygon**, Polygon*&&)
  0.00      1.94     0.00     2544     0.00     0.00  __gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > >::operator++()
  0.00      1.94     0.00     2544     0.00     0.00  __gnu_cxx::__normal_iterator<Polygon**, std::vector<Polygon*, std::allocator<Polygon*> > >::operator*() const
  0.00      1.94     0.00     2544     0.00     0.00  void std::allocator_traits<std::allocator<Polygon*> >::construct<Polygon*, Polygon*>(std::allocator<Polygon*>&, Polygon**, Polygon*&&)
  0.00      1.94     0.00     2544     0.00     0.00  void std::vector<Polygon*, std::allocator<Polygon*> >::emplace_back<Polygon*>(Polygon*&&)
  0.00      1.94     0.00     2544     0.00     0.00  std::vector<Polygon*, std::allocator<Polygon*> >::push_back(Polygon*&&)
  0.00      1.94     0.00     2544     0.00     0.00  std::vector<Polygon*, std::allocator<Polygon*> >::operator[](unsigned long)
  0.00      1.94     0.00     2506     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::max_size() const
  0.00      1.94     0.00     2506     0.00     0.00  Individual** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Individual*>(Individual* const*, Individual* const*, Individual**)
  0.00      1.94     0.00     2506     0.00     0.00  std::allocator_traits<std::allocator<Individual*> >::max_size(std::allocator<Individual*> const&)
  0.00      1.94     0.00     2506     0.00     0.00  Individual** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Individual**>, Individual**>(std::move_iterator<Individual**>, std::move_iterator<Individual**>, Individual**)
  0.00      1.94     0.00     2506     0.00     0.00  Individual** std::__copy_move_a<true, Individual**, Individual**>(Individual**, Individual**, Individual**)
  0.00      1.94     0.00     2506     0.00     0.00  Individual** std::__copy_move_a2<true, Individual**, Individual**>(Individual**, Individual**, Individual**)
  0.00      1.94     0.00     2506     0.00     0.00  Individual** std::uninitialized_copy<std::move_iterator<Individual**>, Individual**>(std::move_iterator<Individual**>, std::move_iterator<Individual**>, Individual**)
  0.00      1.94     0.00     2506     0.00     0.00  Individual** std::__uninitialized_copy_a<std::move_iterator<Individual**>, Individual**, Individual*>(std::move_iterator<Individual**>, std::move_iterator<Individual**>, Individual**, std::allocator<Individual*>&)
  0.00      1.94     0.00     2506     0.00     0.00  Individual** std::__uninitialized_move_if_noexcept_a<Individual**, Individual**, std::allocator<Individual*> >(Individual**, Individual**, Individual**, std::allocator<Individual*>&)
  0.00      1.94     0.00     2506     0.00     0.00  Individual** std::copy<std::move_iterator<Individual**>, Individual**>(std::move_iterator<Individual**>, std::move_iterator<Individual**>, Individual**)
  0.00      1.94     0.00     2451     0.00     0.00  std::uniform_int_distribution<int>::param_type::b() const
  0.00      1.94     0.00     2451     0.00     0.00  std::uniform_int_distribution<int>::param_type::param_type(int, int)
  0.00      1.94     0.00     2451     0.00     0.00  std::uniform_int_distribution<int>::uniform_int_distribution(int, int)
  0.00      1.94     0.00     2451     0.00     0.00  int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      1.94     0.00     2451     0.00     0.00  int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&)
  0.00      1.94     0.00     2411     0.00     0.00  Individual::get_len_dna()
  0.00      1.94     0.00     2364     0.00     0.00  std::_Vector_base<Polygon*, std::allocator<Polygon*> >::_M_get_Tp_allocator()
  0.00      1.94     0.00     2251     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_Vector_impl::~_Vector_impl()
  0.00      1.94     0.00     2251     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::~_Vector_base()
  0.00      1.94     0.00     2251     0.00     0.00  std::vector<Individual*, std::allocator<Individual*> >::~vector()
  0.00      1.94     0.00     2214     0.00     0.00  __gnu_cxx::new_allocator<Polygon*>::max_size() const
  0.00      1.94     0.00     2061     0.00     0.00  Point* const& std::forward<Point* const&>(std::remove_reference<Point* const&>::type&)
  0.00      1.94     0.00     2003     0.00     0.00  __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > >::difference_type __gnu_cxx::operator-<Individual**, std::vector<Individual*, std::allocator<Individual*> > >(__gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > > const&, __gnu_cxx::__normal_iterator<Individual**, std::vector<Individual*, std::allocator<Individual*> > > const&)
  0.00      1.94     0.00     2001     0.00     0.00  std::_Vector_base<Individual*, std::allocator<Individual*> >::_Vector_impl::_Vector_impl(std::allocator<Individual*> const&)
  0.00      1.94     0.00     1991     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      1.94     0.00     1852     0.00     0.00  utils::next_int(int)
